time_s,temperature_C,pwm,heat_cool
113.00,21.00,0,0
113.50,20.99,0,0
114.00,20.98,0,0
114.50,20.99,0,0
115.00,20.99,0,0
115.50,20.99,0,0
116.00,20.99,0,0
116.50,20.99,0,0
117.00,20.99,0,0
117.50,20.98,0,0
118.00,20.98,0,0
118.50,20.98,0,0
119.00,20.98,0,0
119.50,20.98,0,0
120.00,20.97,0,0
120.50,20.97,0,0
121.00,20.97,0,0
121.50,20.97,0,0
122.00,20.97,0,0
122.50,20.97,0,0
123.00,20.97,0,0
123.50,20.97,0,0
124.00,20.96,0,0
124.50,19.41,0,0
125.00,20.76,0,0
125.50,20.77,0,0
126.00,20.91,0,0
126.50,20.91,0,0
127.00,20.91,0,0
127.50,20.91,0,0
128.00,20.91,0,0
128.50,20.91,0,0
129.00,20.91,0,0
129.50,20.91,0,0
130.00,20.91,0,0
130.50,20.91,0,0
131.00,20.91,0,0
131.50,20.91,0,0
132.00,20.91,0,0
132.50,20.21,0,0
133.00,20.65,0,0
133.50,20.96,0,0
134.00,20.97,0,0
134.50,20.97,0,0
135.00,20.97,0,0
135.50,20.96,0,0
136.00,20.96,0,0
136.50,20.96,0,0
137.00,20.96,0,0
137.50,20.96,0,0
138.00,20.96,0,0
138.50,20.95,0,0
139.00,20.95,0,0
139.50,20.95,0,0
140.00,20.95,0,0
140.50,20.95,0,0
141.00,20.95,0,0
141.50,20.95,0,0
142.00,20.95,0,0
142.50,20.96,0,0
143.00,20.96,0,0
143.50,20.95,0,0
144.00,20.96,0,0
144.50,20.95,0,0
145.00,20.95,0,0
145.50,20.95,0,0
146.00,20.95,0,0
146.50,20.95,0,0
147.00,20.95,0,0
147.50,20.95,0,0
148.00,20.95,0,0
148.50,20.95,0,0
149.00,20.95,0,0
149.50,20.95,0,0
150.00,20.95,0,0
150.50,20.95,0,0
151.00,20.95,0,0
151.50,20.95,0,0
152.00,20.95,0,0
152.50,20.95,0,0
153.00,20.95,0,0
153.50,20.95,0,0
154.00,20.95,0,0
154.50,20.95,0,0
155.00,20.95,0,0
155.50,20.95,0,0
156.00,20.95,0,0
156.50,20.95,0,0
157.00,20.95,0,0
157.50,20.95,0,0
158.00,20.95,0,0
158.50,20.95,0,0
159.00,20.95,0,0
159.50,20.95,0,0
160.00,20.95,0,0
160.50,20.95,0,0
161.00,20.95,0,0
161.50,20.95,0,0
162.00,20.95,0,0
162.50,20.95,0,0
163.00,20.95,0,0
163.50,20.94,0,0
164.00,20.95,0,0
164.50,20.95,0,0
165.00,20.95,0,0
165.50,20.95,0,0
166.00,20.95,0,0
166.50,20.94,0,0
167.00,20.95,0,0
167.50,20.94,0,0
168.00,20.94,0,0
168.50,20.94,0,0
169.00,20.94,0,0
169.50,20.94,0,0
170.00,20.94,0,0
170.50,20.94,0,0
171.00,20.94,0,0
171.50,20.94,0,0
172.00,20.94,0,0
172.50,19.81,0,0
173.00,19.83,0,0
173.50,19.89,0,0
174.00,19.84,0,0
174.50,19.84,0,0
175.00,19.81,0,0
175.50,19.75,0,0
176.00,19.76,0,0
176.50,19.81,0,0
177.00,19.86,0,0
177.50,19.79,0,0
178.00,19.71,0,0
178.50,19.74,0,0
179.00,19.75,0,0
179.50,19.70,0,0
180.00,19.65,0,0
180.50,19.62,0,0
181.00,19.63,0,0
181.50,20.06,0,0
182.00,20.95,0,0
182.50,20.95,0,0
183.00,20.95,0,0
183.50,20.95,0,0
184.00,20.94,0,0
184.50,18.01,0,0
185.00,20.97,0,0
185.50,20.95,0,0
186.00,20.95,0,0
186.50,20.88,0,0
187.00,20.97,0,0
187.50,20.96,0,0
188.00,20.98,0,0
188.50,20.98,0,0
189.00,20.96,0,0
189.50,20.95,0,0
190.00,20.98,0,0
190.50,20.98,0,0
191.00,20.98,0,0
191.50,20.97,0,0
192.00,20.97,0,0
192.50,20.98,0,0
193.00,20.95,0,0
193.50,20.96,0,0
194.00,20.95,0,0
194.50,20.95,0,0
195.00,20.95,0,0
195.50,20.95,0,0
